id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
5c5dec80-595c-410e-80df-f83de591f893,2024-10-27T17:39:31Z,85086.0,750000.0,3.0,2.0,1764.0,Phoenix,Arizona,Maricopa,425.1700680272109,600357.8486005089,306.3450945474903,1
634e2360-06b4-4de5-a389-63ce874e8dd5,2024-10-27T17:39:31Z,68144.0,375000.0,4.0,3.0,2525.0,Omaha,Nebraska,Douglas,148.5148514851485,351441.5151162791,165.89611196938864,0
90aec0fc-de63-4051-96f3-a10b07bc7785,2024-10-27T17:39:31Z,78006.0,779900.0,3.0,3.0,2500.0,Boerne,Texas,Unknown,311.96,869633.3333333334,339.6218938073661,0
828c90f4-84ab-413a-b1f1-674fc970384d,2024-10-27T17:39:31Z,35215.0,30000.0,3.0,3.0,2500.0,Birmingham,Alabama,Unknown,12.0,251152.27272727274,100.46090909090908,0
2d291c60-bd42-4f36-8f76-33eb9dd9e3ea,2024-10-27T17:39:31Z,70119.0,299900.0,4.0,2.0,1438.0,New Orleans,Louisiana,Orleans,208.55354659248957,484183.95249695494,239.3294423596209,0
885562b8-713e-4c1f-afde-2362c7ce9687,2024-10-27T17:39:31Z,75065.0,365900.0,3.0,3.0,2500.0,Lake Dallas,Texas,Unknown,146.36,365900.0,146.36,0
eafb63f7-ac33-42cc-88f1-1f40c9fe58b4,2024-10-27T17:39:31Z,98122.0,830888.0,1.0,1.0,1123.0,Seattle,Washington,King,739.8824577025823,734215.6684438954,424.37797356681955,1
032cd095-b145-4840-a41c-4f8f055dc415,2024-10-27T17:39:31Z,21206.0,235000.0,3.0,2.0,952.0,Baltimore,Maryland,Baltimore,246.84873949579833,290232.2758152174,171.68864771336507,1
e145f191-6a80-4d4e-a30b-a5a36b040e0f,2024-10-27T17:39:31Z,73012.0,412500.0,5.0,3.0,2491.0,Edmond,Oklahoma,Oklahoma,165.59614612605378,380978.0064935065,172.2438973869594,0
2e8bf290-d501-4ed1-8fa7-e9eab7dc5550,2024-10-27T17:39:31Z,Unknown,345000.0,2.0,1.0,1080.0,Seattle,Unknown,Unknown,319.44444444444446,734215.6684438954,424.37797356681955,0
1aa7728e-2b82-4adf-b3d2-581542a62bd2,2024-10-27T17:39:31Z,93702.0,200000.0,3.0,2.0,1300.0,Fresno,California,Fresno,153.84615384615384,451738.3424036281,242.1265296314204,0
aa3a1750-9a42-48cf-83e3-de523767c76e,2024-10-27T17:39:31Z,97201.0,1145000.0,4.0,3.0,2371.0,Portland,Oregon,Multnomah,482.9185997469422,647825.9696734234,342.74989442196784,1
d787c923-1dc1-4536-abba-6a85ded53e1b,2024-10-27T17:39:31Z,94618.0,539000.0,1.0,1.0,853.0,Oakland,California,Alameda,631.8874560375147,893844.4907120743,571.0370221578817,1
5b2b5584-259f-4565-938f-5fe600ab0a2d,2024-10-27T17:39:31Z,20032.0,163000.0,2.0,1.0,705.0,Washington,District of Columbia,District of Columbia,231.20567375886526,925254.5422997712,543.1427921963141,0
4efab509-d50b-4853-b140-fd47d8bad528,2024-10-27T17:39:31Z,60070.0,615000.0,3.0,3.0,2500.0,Prospect Heights,Illinois,Unknown,246.0,615000.0,246.0,0
d252ca59-4fff-47ff-8198-47742903b14f,2024-10-27T17:39:31Z,48214.0,289900.0,4.0,2.0,1502.0,Detroit,Michigan,Wayne,193.0093209054594,137365.1791831357,96.3104118123206,1
